id,season,city_new,city,date,team1,team2,toss_winner,winner_new,winner,Bat1,Bat2,Bat3,Bat4,Bat5,Bat6,Bat7,Bat8,Bat9,Bat10,Bat11,Bowl1,Bowl2,Bowl3,Bowl4,Bowl5,Bowl6,Bowl7,Bowl8,Bowl9,Bowl10,Bowl11
466,2014,Sharjah,Punjab,4/22/2014,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,1,1.454541234,-4.371372102,-1.699944602,-3.58354408,0.849683475,-2.135260581,-1.342409684,5.14927821,5.558949542,5.311997856,-1.616167374,15.47616667,-3.90625,8.1,-3.25,-2.5575,4.788833333,1.080083333,-12.26666667,-6.334083333,-0.41275,-3.915083333
467,2014,Dubai,Chennai,4/23/2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,1,5.436537558,-2.211798652,4.797871886,-1.810360585,8.359735408,-4.055762634,4.14004326,-4.286426117,-3.940110446,-4.756410256,-0.064449286,4.331416667,0,8.893,-16.70725,-11.4015,15.65125,-16.408,3.137916667,8.12,-4.245833333,2.905
468,2014,Sharjah,Kolkata,4/24/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,1,3.84917761,4.185762605,-3.891327303,-2.920601332,1.773953441,3.139507738,3.537760186,3.455168636,3.938004013,0.297036208,4.128937729,16.8095,0,6.75,-8.3,-2.184,-13.8465,-17.8975,0.86325,1.301916667,1.995833333,1.357916667
469,2014,Dubai,Hyderabad,4/25/2014,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,1,2.620922541,-0.736367172,3.527330667,1.057946636,-8.844872226,-3.882085321,0.016583514,6.487128493,2.404285949,1.918282974,1.619488229,3.90625,-6.415416667,-10.19833333,-3.25,-1.558416667,1.84625,1.001666667,-12.11416667,7.04575,14.12108333,2.260083333
470,2014,Dubai,Mumbai,4/25/2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0,1.656586697,2.869670876,-9.117294222,0.809991419,-5.537464032,2.257800985,-2.7296882,2.978501961,3.631092697,0.622222222,-1.013926304,0.39075,-3.25,-8.893,9.625,2.335833333,-0.009,-3.25,-0.549,0.277,4.903416667,3.959333333
471,2014,Abu Dhabi,Bangalore,4/26/2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,0,-5.022981997,-1.511571923,6.137643963,4.160644186,2.958709203,-0.052968446,-4.791713223,0.498844416,-0.562728284,-2.417137673,-1.852202754,0,-3.25,-3.5,4.443166667,-11.65725,-16.41191667,17.0965,2.322833333,1.224666667,2.275833333,9.285833333
472,2014,Abu Dhabi,Punjab,4/26/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,1,-4.257340246,-0.080833799,-2.516190445,-3.516310765,1.159233231,-3.322446277,-0.051830609,3.101019464,-1.105967397,-3.612401884,5.174381174,-3.25,-0.5625,0,11.35,-3.25,-13.8175,10.46083333,-2.162916667,-2.643583333,-0.447083333,2.465
473,2014,Sharjah,Mumbai,4/27/2014,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0,2.652029724,-5.779002177,-2.910077116,-3.209712437,4.343419109,3.370347328,-0.54800107,4.400296833,2.665900023,-2.411233211,0.515300938,12.34425,0,-3.73875,-7.8625,-3.25,15.64225,-10.74333333,1.635583333,6.4645,13.22258333,3.174333333
474,2014,Sharjah,Hyderabad,4/27/2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,0,-1.731810199,1.841516502,-2.974687603,5.761987165,-7.57467652,-3.740456396,-2.746674357,-1.09334189,4.951738407,3.660908347,-0.351814469,-18.36891667,0.65625,-8.893,3.25,-0.6925,-3.845916667,15.51666667,0.0795,1.56775,7.213416667,-4.361916667
475,2014,Dubai,Bangalore,4/28/2014,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,0,9.966012423,-2.747811747,5.040269269,6.436912097,-2.7925352,-1.221226569,1.131282533,0.522554278,-3.568883005,-0.826781999,-8.175828571,11.33425,-9.747,-6.75,-3.05,16.0015,-3.25,5.802333333,2.136666667,-2.086666667,0.240833333,0.010833333
476,2014,Abu Dhabi,Rajasthan,4/29/2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,1,0.837219392,1.684415832,-2.256448081,1.355125916,-0.597577507,5.793612167,-4.449971806,0.270526561,-0.751300292,-2.390815059,1.156583372,0,0,-13.5595,13.45725,13.81816667,-15.9725,11.16083333,-0.53025,-2.279333333,-5.438583333,-0.571666667
477,2014,Dubai,Hyderabad,4/30/2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,1,2.732096635,-0.028967562,-0.777889126,6.737043104,-5.998257382,0.985700635,2.08683166,3.34960234,-0.261614075,4.329516185,1.104187291,-2.479166667,-12.37425,-9.625,-2.335833333,-3.836916667,11.80533333,-13.74975,17.72075,0.58125,0.8985,-0.91425
478,2014,Ranchi,Chennai,5/2/2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,1,-12.31800372,-2.524078824,4.835702351,-4.313835119,3.656754964,0.597577507,-1.354079127,3.324895675,1.488228656,-0.420796144,3.398601399,7.9035,6.75,3.25,-1.8,13.8175,-13.81816667,-5.28875,4.015,6.701333333,-1.399583333,2.470416667
479,2014,Mumbai,Mumbai,5/3/2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Mumbai Indians,1,-3.224484542,-6.210531641,-0.986301285,3.986230262,1.187529013,-1.304989395,1.149559946,-1.487105691,-3.139308395,1.586351724,-7.707015207,-3.25,-16.247,6.375,8.1805,5.585833333,15.64225,-16.59416667,5.705583333,-1.569166667,1.212833333,2.7385
480,2014,Delhi,Delhi,5/3/2014,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,0,-2.991204691,1.538597826,4.025738489,6.210510066,1.90970795,1.300433676,-11.81039828,-7.784053956,-1.722954823,-2.467462012,-1.395243167,-3.25,3.93625,13.44833333,-13.158,-3.3435,-14.6515,15.36416667,-3.828333333,-12.565,2.05475,1.255
481,2014,Bangalore,Bangalore,5/4/2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,1,7.233915788,-4.652699848,4.314459679,-13.82209059,9.893873479,2.037762332,-4.261112983,-3.667828102,-2.151519648,1.13,-1.130925199,13.81341667,-0.65625,-3.5,-6.5,-6.755333333,12.7515,4.260083333,-0.4075,-1.55325,-2.967583333,5.593583333
482,2014,Ahmedabad,Rajasthan,5/5/2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,1,7.497548617,-3.031777307,10.80545608,1.53441329,-3.33416065,-3.824451417,-3.163288198,-2.459511714,-0.505250305,-1.012092308,6.618338935,6.398,4.25,-1.25,-7.398333333,1.63775,-4.010416667,-4.25,12.2375,9.70666667,0.2525,-8.428666667
483,2014,Delhi,Delhi,5/5/2014,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,0,-0.993303407,-0.78154566,-0.772133398,-5.588252437,-5.859569021,6.816379685,-1.112546343,-1.421794872,0.965192674,3.033455433,-1.529227242,-15.88975,0.68625,4.555333333,0,14.515,13.36375,-15.65125,-2.184583333,-6.1875,-8.319166667,0.785
484,2014,Mumbai,Mumbai,5/6/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,1,-13.19049697,-3.462719894,-6.026570553,-2.450681834,-0.360963823,8.933557113,0.627005668,4.772127501,0.42957461,1.338762082,-2.087907692,-14.58425,-6.5,13.125,11.2305,-10.41566667,18.89225,-18.73083333,1.890583333,0.5175,4.5885,-28.125
485,2014,Delhi,Delhi,5/7/2014,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,0,-1.350712004,-2.156124919,1.779421829,-1.491210434,6.842265362,-7.019430347,0.046230398,-5.939233132,-3.707934936,-2.992456272,-5.465426881,-3.25,0.68625,10.19833333,-10.3095,-2.60875,0.6975,-4.7375,14.53083333,-6.35575,-15.02108333,-2.154916667
486,2014,Cuttack,Punjab,5/7/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,1,6.497548617,-4.031777307,9.805456075,0.53441329,-4.33416065,-4.824451417,-4.163288198,-3.459511714,-1.505250305,-2.012092308,5.618338935,5.398,3.25,-2.25,-8.398333333,0.63775,-5.010416667,-5.25,11.2375,8.70666667,-0.7475,-9.428666667
487,2014,Ahmedabad,Rajasthan,5/8/2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,0,7.497548617,-3.031777307,10.80545608,1.53441329,-3.33416065,-3.824451417,-3.163288198,-2.459511714,-0.505250305,-1.012092308,6.618338935,6.398,4.25,-1.25,-7.398333333,1.63775,-4.010416667,-4.25,12.2375,9.70666667,0.2525,-8.428666667
488,2014,Bangalore,Bangalore,5/9/2014,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Kings XI Punjab,0,5.779374555,1.453213041,6.014404281,-6.028738845,6.931654739,0.079615181,5.139766388,-2.918703299,0.624453999,2.230771189,-8.175828571,-1.66275,3.25,-11.6,-1.760416667,5.05,12.7515,0.502333333,3.18,-0.725,6.73625,0.010833333
489,2014,Delhi,Delhi,5/10/2014,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,0,0.738506793,-0.054763893,-11.22088127,1.626010104,-5.891671314,4.336599216,-0.020496627,0.564987227,-0.336023189,-2.851738407,-3.469192371,2.479166667,9.542083333,-6.5,0,14.515,0.35125,-14.47075,-8.023333333,-13.41158333,0.345583333,-5.622916667
490,2014,Mumbai,Mumbai,5/10/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,0,-7.688391376,-6.27390324,-4.686798477,2.318387954,-3.688954403,0.409291357,-3.014193176,2.978501961,2.556721057,1.651246131,-1.056521739,-19.13975,-6.5,0.732,16.2805,12.39225,-10.06541667,0,-0.549,8.127666667,-2.7225,-22.715
491,2014,Cuttack,Punjab,5/11/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,0,2.504204305,7.218801569,-9.470542421,9.566397103,0.176989875,-3.791713223,0.067482495,1.498844416,-0.716563249,-0.547188955,-6.497425641,9.08425,-4.5,-18.95725,-10.6015,17.0015,16.0965,-10.16083333,1.322833333,-0.97025,3.136666667,1.680916667
492,2014,Bangalore,Bangalore,5/11/2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0,3.504204305,6.218801569,-8.470542421,8.566397103,1.176989875,-4.791713223,1.067482495,0.498844416,0.283436751,-1.547188955,-5.497425641,8.08425,-3.5,-19.95725,-9.6015,16.0015,17.0965,-11.16083333,2.322833333,-1.97025,4.136666667,0.680916667
493,2014,Hyderabad,Hyderabad,5/12/2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0,-4.902840938,8.115419742,11.50646647,3.443599212,-3.525308137,0.358525257,3.634107316,-1.104299399,0.812757566,-0.270155084,3.038686125,-15.75833333,7.15625,-9.625,-13.0305,-12.39225,7.426666667,14.47075,-1.483083333,-3.03525,4.356083333,2.31
494,2014,Ranchi,Chennai,5/13/2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,1,-2.991204691,1.538597826,4.025738489,6.210510066,1.90970795,1.300433676,-11.81039828,-7.784053956,-1.722954823,-2.467462012,-1.395243167,-3.25,3.93625,13.44833333,-13.158,-3.3435,-14.6515,15.36416667,-3.828333333,-12.565,2.05475,1.255
495,2014,Bangalore,Bangalore,5/13/2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Royal Challengers Bangalore,1,6.497548617,-2.031777307,9.805456075,2.53441329,-4.33416065,-2.824451417,-4.163288198,-1.459511714,-1.505250305,-0.012092308,5.618338935,7.398,3.25,-0.25,-8.398333333,2.63775,-5.010416667,-3.25,11.2375,10.70666667,-0.7475,-7.428666667
496,2014,Hyderabad,Hyderabad,5/14/2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,0,-1.454541234,4.371372102,-1.95814715,7.429829474,-2.794973766,-0.313812059,-2.024178812,7.292166565,0.80793093,-3.976689757,-6.602827916,-15.47616667,3.90625,0,-4.85,13.0125,14.47075,-0.034166667,-16.59416667,10.90033333,7.043583333,1.82425
497,2014,Cuttack,Mumbai,5/14/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,0,7.497548617,-3.031777307,10.80545608,1.53441329,-3.33416065,-3.824451417,-3.163288198,-2.459511714,-0.505250305,-1.012092308,6.618338935,6.398,4.25,-1.25,-7.398333333,1.63775,-4.010416667,-4.25,12.2375,9.70666667,0.2525,-8.428666667
498,2014,Ahmedabad,Rajasthan,5/15/2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Rajasthan Royals,1,3.504204305,6.218801569,-8.470542421,8.566397103,1.176989875,-4.791713223,1.067482495,0.498844416,0.283436751,-1.547188955,-5.497425641,8.08425,-3.5,-19.95725,-9.6015,16.0015,17.0965,-11.16083333,2.322833333,-1.97025,4.136666667,0.680916667
499,2014,Ranchi,Chennai,5/18/2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0,5.779374555,1.453213041,6.014404281,-6.028738845,6.931654739,0.079615181,5.139766388,-2.918703299,0.624453999,2.230771189,-8.175828571,-1.66275,3.25,-11.6,-1.760416667,5.05,12.7515,0.502333333,3.18,-0.725,6.73625,0.010833333
500,2014,Hyderabad,Hyderabad,5/18/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0,-2.089218797,0.466937243,-3.107089116,4.602125839,2.575226329,0.645799817,-1.925053884,1.076840652,-1.719876467,-0.70540445,-2.365003358,-5.729166667,0.65625,0,-10.5675,-4.7375,-1.50175,10.972,-2.197083333,2.16825,2.0565,0.5115
501,2014,Ahmedabad,Rajasthan,5/19/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Mumbai Indians,0,2.02247141,5.108656756,0,-0.357665659,5.749149905,4.637752237,-8.770206867,0.036050194,-2.269022678,-3.012874425,0.465483235,-3.428083333,0,0,0.546416667,1.869666667,-8.035833333,-3.25,5.441416667,7.370916667,3.640083333,-2.8
502,2014,Delhi,Delhi,5/19/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,0,-0.718174062,4.316608209,0.641997965,1.54162545,-1.803186341,-1.640087408,3.032401846,-5.887402523,2.595003126,-0.461547692,-8.222316145,-9.06075,13.44833333,-4.85,13.36375,-3.25,-18.80083333,0.71125,4.07,-10.68241667,11.95541667,-0.435833333
503,2014,Hyderabad,Hyderabad,5/20/2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,1,-3.874486454,8.125266622,-6.998416419,-0.455916827,-9.893873479,0.838027334,4.261112983,4.808817946,1.145169231,-2.440576289,-1.131410534,-7.428,0,6.75,-18.48066667,6.755333333,4.317916667,-4.260083333,0.593333333,-25.98,10.93058333,6.285083333
504,2014,Kolkata,Kolkata,5/20/2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,1,0.357408598,1.374579259,-2.551555227,1.159861326,-7.684604921,-1.158776741,-0.103438658,0.79736191,6.025911706,1.490961031,5.657142857,-12.63975,0,-5.643,13.8175,12.7225,-10.91375,0.833333333,0.165,6.701916667,-3.863,-0.48875
505,2014,Chandigarh,Punjab,5/21/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,Mumbai Indians,0,-3.448299704,-5.399526476,15.32142083,-3.986230262,-3.036038641,5.41679703,3.139308395,8.928428164,-3.522195713,1.93932547,7.656049084,-0.282166667,0,-9.625,-8.1805,-15.64225,3.25,1.569166667,-1.932916667,1.836833333,-10.71133333,2.48875
506,2014,Kolkata,Kolkata,5/22/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,1,-5.144696992,5.206294669,-3.891327303,-3.609208462,-2.508104712,1.307171725,3.537760186,-1.136927301,3.871396115,3.938004013,4.128937729,-8.08425,6.5,6.75,8.7675,-0.029,6.497916667,-17.8975,10.24058333,-0.615,1.301916667,1.357916667
507,2014,Ranchi,Chennai,5/22/2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,0,3.84917761,4.185762605,-3.891327303,-2.920601332,1.773953441,3.139507738,3.537760186,3.455168636,3.938004013,0.297036208,4.128937729,16.8095,0,6.75,-8.3,-2.184,-13.8465,-17.8975,0.86325,1.301916667,1.995833333,1.357916667
508,2014,Mumbai,Mumbai,5/23/2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,1,4.166473766,1.082918267,3.344232297,1.594382977,-5.400077116,-3.613610688,4.400296833,1.642494505,-1.556804734,0.430506246,3.121893491,9.342916667,-13.44833333,13.0305,12.39225,-3.73875,0,1.635583333,4.85375,-6.507916667,3.312916667,-4.701666667
509,2014,Chandigarh,Punjab,5/23/2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Kings XI Punjab,1,-2.27517025,-0.209712114,5.638138641,-2.504067882,5.975770399,3.302039015,-5.049926043,0.179181535,-1.447763238,-1.208250989,-1.590355674,9.747,0,0,-13.45725,-14.6515,-15.39408333,0.455,-3.116666667,-3.077083333,10.39225,2.035
510,2014,Bangalore,Bangalore,5/24/2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,0,-8.721904679,-3.38381152,-9.666971731,-0.215846121,0.604678103,6.153417083,-0.753984611,-1.971530372,-1.482739668,2.889632107,-1.355153345,-19.13975,-3.25,-12.143,-6.75,15.25816667,-10.60125,-1.760416667,2.891666667,1.231666667,4.13325,-5.098083333
511,2014,Kolkata,Kolkata,5/24/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,1,-4.742777311,-0.466937243,3.107089116,4.172129752,2.002606864,3.227830767,5.759913166,-1.663895464,1.856278166,2.656433083,1.99623451,0,-0.65625,0,11.26,4.167166667,7.9875,4.899166667,1.421583333,23.50416667,1.6095,-3.468
512,2014,Chandigarh,Punjab,5/25/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Kings XI Punjab,1,-1.850124207,3.376942392,-0.641997965,4.675336723,-3.032401846,-4.413775831,3.153856067,3.954751635,5.894972731,2.314484525,-0.970004734,-0.451333333,3.25,4.85,0,-0.71125,-10.11375,18.85125,6.011666667,7.0775,-4.099583333,-1.413333333
513,2014,Mumbai,Mumbai,5/25/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Mumbai Indians,1,2.02247141,5.108656756,0,-0.357665659,5.749149905,4.637752237,-8.770206867,0.036050194,-2.269022678,-3.012874425,0.465483235,-3.428083333,0,0,0.546416667,1.869666667,-8.035833333,-3.25,5.441416667,7.370916667,3.640083333,-2.8
514,2014,Kolkata,Kolkata,5/27/2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Kolkata Knight Riders,1,0.634677563,3.904434859,1.148941966,2.827703635,-5.300639913,1.275682659,-1.037164856,-3.668245742,0.16941078,1.611427181,-4.606593407,-9.747,3.25,0,5.7175,15.9725,-10.81333333,0.833333333,6.419583333,-1.134166667,4.654,-1.64375
515,2014,Mumbai,Mumbai,5/28/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,0,3.171030738,3.317574766,-3.981845834,1.870484064,2.092223908,-6.242416675,-4.726157031,2.978501961,0.39000066,0.622222222,2.676342268,-2.610583333,0,-3.307166667,13.0305,14.89891667,6.375,-15.65125,-0.549,-3.641916667,4.903416667,-4.878083333
516,2014,Mumbai,Mumbai,5/30/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,0,-0.277268966,-2.081951711,-4.674632205,1.730539195,-0.778237656,0.525062922,-11.82247237,3.898381374,0.843837164,10.26373626,-1.474135838,-2.89275,0,-0.793,-3.25,-15.65125,2.506666667,13.34416667,-1.997916667,-2.120416667,5.389166667,-2.783916667
517,2014,Bangalore,Bangalore,6/1/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,0,-0.634677563,-3.904434859,-2.61781962,-1.853568622,1.454354519,4.721567121,-4.060314464,3.101019464,-3.981170732,-0.674870564,-4.585727473,9.747,-3.25,-3.25,-10.5675,-7.8725,-4.7375,15.76083333,-2.162916667,-3.403583333,-0.87625,-0.205416667
518,2015,Kolkata,Kolkata,4/8/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,1,-1.299178099,2.892492091,6.565738995,-4.009741227,2.134917264,-3.995650518,3.512059573,2.703461366,1.352784095,-3.133985799,4.467132867,-13.0305,5.729166667,3.25,-8.791666667,8.231666667,0.33025,-2.058083333,-2.94975,2.2995,3.954166667,-1.97925
519,2015,Chennai,Chennai,4/9/2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Chennai Super Kings,1,6.120695,9.143574,2.120298,3.839589,7.059302,1.1935,5.10442,4.650268,-0.48892,1.470647,2.107099,19.13975,3.25,17.0965,8.893,3.25,3.384,2.2875,-3.26333,-0.789,-1.97917,4.308083
520,2015,Pune,Rajasthan,4/10/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Rajasthan Royals,1,2.27517025,-1.45744022,3.365122636,-0.204397288,0.02147938,-8.182832908,-1.268177,11.11661064,0.781657852,0.341925732,-6.628639617,-9.747,-3.93625,-3.25,-8.1,-0.899333333,7.138333333,14.41083333,0.069166667,-1.967333333,2.197916667,-4.125833333
521,2015,Chennai,Chennai,4/11/2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,1,-5.100185909,-1.841516502,2.974687603,2.651854447,-3.276164622,5.261329257,4.035395498,7.562584363,0.801912166,0.351814469,2.3724743,12.63975,-0.65625,8.893,-3.25,1.403916667,5.125,3.868833333,23.69541667,-2.2005,4.361916667,7.576916667
522,2015,Kolkata,Kolkata,4/11/2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,0,-5.144696992,-2.524078824,-4.313835119,-2.173905464,4.976353823,2.002606864,-0.649307184,2.59098745,0.215856794,-0.034061538,0.297036208,-8.08425,6.75,-1.8,-2.416666667,13.8175,4.167166667,-0.299333333,2.604583333,12.54008333,-9.814583333,1.995833333
523,2015,Delhi,Delhi,4/12/2015,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,0,-8.118596644,0.958283195,1.048653195,1.258147481,1.174664725,6.874206717,0.933868313,-12.12994227,1.011627961,-2.656410256,-1.593676529,-6.5,0,13.36375,16.0015,-5.3165,-6.427083333,-14.41083333,1.99,9.68775,1.901666667,3.69
524,2015,Mumbai,Mumbai,4/12/2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,Kings XI Punjab,0,2.652029724,-1.454541234,-4.442662017,-3.858451666,1.187529013,4.125034107,0.930055691,-4.044978811,-3.688074276,-0.601731537,-10.26373626,12.34425,-15.47616667,-8.1,9.625,5.585833333,4.348083333,-7.35,13.74975,1.387416667,10.04616667,-28.11416667
525,2015,Bangalore,Bangalore,4/13/2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,0,-1.415425193,3.874486454,-0.32692318,4.736967495,-1.16463805,-3.634988691,-4.739529356,-3.667828102,1.84940689,1.131410534,1.914830769,-6.75,7.428,5.125,5.05,-3.25,-2.629916667,-22.25916667,-0.4075,-6.364583333,-6.285083333,6.653
526,2015,Ahmedabad,Rajasthan,4/14/2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,1,3.729711484,-3.61356514,9.214193151,-8.322777776,-2.455706013,-2.745693287,2.532681267,12.28601577,1.383389389,0.083282646,3.635096647,5.729166667,-3.25,3.25,-9.142166667,8.825,-15.64225,5.407333333,1.67625,-12.0135,-0.156583333,23.98833333
527,2015,Kolkata,Kolkata,4/30/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,1,0.357408598,1.374579259,-2.551555227,-3.199749808,2.967451335,-5.789034628,-1.158776741,-2.153846537,1.490961031,0.320183043,5.38021978,-12.63975,0,-5.643,0.833333333,-5.568,11.69166667,-10.91375,1.874583333,-3.863,-3.898333333,17.47333333
528,2015,Pune,Punjab,4/15/2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,0,5.843426394,0.499157025,-4.413775831,-1.053750193,-1.196144106,4.675336723,-3.032401846,1.013331624,-1.793285814,2.314484525,9.825283956,16.247,3.93625,-10.11375,-7.9015,6.215833333,0,-0.71125,-2.059166667,-7.720416667,-4.099583333,3.373333333
529,2015,Visakhapatnam,Hyderabad,4/16/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,0,3.102284624,4.080502382,-2.639313046,-0.77961485,0.416309459,1.940946952,1.692596042,-8.132405898,-8.251462853,-5.867245787,-8.625913803,0,3.90625,0,3.25,-14.6515,0.024416667,11.22916667,11.61041667,13.06225,16.49925,11.28283333
530,2015,Mumbai,Mumbai,4/17/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0,3.171030738,-2.811183346,-3.981845834,2.318387954,-9.301094201,2.681043699,-0.295661286,1.387179487,0,2.556721057,-2.545551223,-2.610583333,0,-3.307166667,16.2805,13.74975,-3.74325,-6.02625,-8.304583333,0,8.127666667,-29.04891667
531,2015,Visakhapatnam,Hyderabad,4/18/2015,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,0,-11.22088127,-7.748314494,8.922240067,-0.646194408,0.029191858,0.884124217,5.181610676,-3.57326239,0.991090387,-1.560908347,-3.22245604,-6.5,-7.15625,-4.0525,16.0015,6.085,0,-17.65625,3.585833333,5.2755,-1.065916667,-5.197583333
532,2015,Pune,Punjab,4/18/2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,0,-1.352851625,-1.437950858,-1.148941966,1.531907499,-4.97866802,-1.587749063,-0.935958416,-1.483090115,-1.761491715,1.256031931,4.606593407,0.68625,9.747,0,7.266666667,1.733333333,8.425833333,-14.94166667,-0.670416667,-5.976833333,3.966416667,1.64375
533,2015,Ahmedabad,Rajasthan,4/19/2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,1,1.997901284,1.362456696,-0.335374556,-1.872239597,0.016508018,-8.359735408,-4.620042528,4.286426117,11.32305559,3.635096647,2.331158634,-12.63975,13.45725,-8.893,0,-19.3855,11.4015,-8.512916667,-3.137916667,0.408333333,1.263333333,-10.79441667
534,2015,Bangalore,Bangalore,4/19/2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,0,2.331074851,-1.193375973,10.88933978,-3.344232297,3.895616098,-8.870094842,4.161366757,-2.696474494,0.58816142,1.015226573,-0.468813364,-1.944916667,-3.25,-0.25,-13.0305,-10.59225,-12.875,-1.75875,11.655,-7.284,-3.579166667,-2.727666667
