id,season,city,citystadium,date,Home,team1,team2,toss_winner,Toss,winner_text,winner,Bat1,Bat2,Bat3,Bat4,Bat5,Bat6,Bat7,Bat8,Bat9,Bat10,Bat11,Bowl1,Bowl2,Bowl3,Bowl4,Bowl5,Bowl6,Bowl7,Bowl8,Bowl9,Bowl10,Bowl11
58,2017,Bangalore,Bangalore,5/19/2017,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,1,Mumbai Indians,0,-1.984363539,-3.790817419,1.01249173,-1.299178099,-8.435940965,-6.993512439,0.037845818,0.340238113,-3.57326239,0.435249366,-0.266780228,-16.52916667,15.98775,-6.375,-13.0305,-16.08166667,-5.091833333,-2.4,1.119583333,3.585833333,2.299583333,-8.1835
59,2017,Hyderabad,Hyderabad,5/21/2017,0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,1,Mumbai Indians,1,-1.173129454,0.590408833,14.14577952,2.24402014,-0.933141659,-5.766453023,-8.734720648,-6.060099997,-3.673790463,-4.075739645,-0.515300938,-10.02916667,-7.416666667,-9.625,-13.0305,-12.12041667,-2.13975,11.83075,-4.352083333,-18.72125,-1.046083333,-3.174333333
577,2016,Mumbai,Mumbai,4/9/2016,0,Rising Pune Supergiants,Rising Pune Supergiants,Mumbai Indians,0,Rising Pune Supergiants,0,1.173129454,2.318387954,-5.472252124,-7.378263603,-14.14577952,8.1098081,-4.370149869,2.978501961,1.454294719,3.777092308,3.62135368,10.02916667,16.2805,-10.215,-6.5,9.625,-0.76575,-1.98,-0.549,4.596,6.84675,-3.794333333
578,2016,Kolkata,Kolkata,4/10/2016,1,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,1,Kolkata Knight Riders,1,6.478103957,2.153985299,1.288033465,-6.458538215,-1.408667817,5.925840948,5.927731103,-9.633520529,-2.763760684,-2.086004142,2.02605016,6.5,3.25,3.25,-2.104166667,0.833333333,-2.021666667,3.2885,0.60125,-2.870583333,-3.376333333,-0.76575
579,2016,Chandigarh,Punjab,4/11/2016,0,Kings XI Punjab,Gujarat Lions,Gujarat Lions,1,Gujarat Lions,0,0.736367172,-2.5298556,-0.828346811,0.1397477,0.690639998,-2.541989852,6.393070018,-3.829302321,3.234015884,2.380249482,6.628639617,6.415416667,-3.25,-8.893,-11.2855,-12.40125,9.362916667,18.80083333,2.183333333,-10.60233333,2.9425,4.125833333
580,2016,Bangalore,Bangalore,4/12/2016,1,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Royal Challengers Bangalore,1,3.874486454,-1.415425193,-1.880362957,-1.145472867,4.820536717,8.150087644,-4.635137877,-3.667828102,-1.1724743,-1.573000655,14.46942897,7.428,-6.75,3.69475,-6.5,-2.088333333,0,-3.716,-23.56083333,-3.750583333,-13.82341667,4.286166667
581,2016,Kolkata,Kolkata,4/13/2016,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,1,Mumbai Indians,0,-1.299178099,4.185762605,3.692830295,7.176289739,3.975716835,-9.204231502,-4.009741227,-2.181140051,-5.85,-0.126124432,-2.356159225,-13.0305,0,0.016666667,-2.101666667,17.0675,-17.74641667,-8.791666667,0.714,6.98775,6.845833333,0.97975
582,2016,Rajkot,Gujarat,4/14/2016,1,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,0,Gujarat Lions,1,3.729711484,-0.447903889,-0.772133398,4.479005348,5.946755389,-4.176327189,2.975522303,-8.74924663,-0.74181513,0.410141933,-3.635096647,5.729166667,-3.25,4.555333333,-19.3855,-12.40125,14.16625,19.658,-4.21425,-0.72,4.014333333,-3.602583333
583,2016,Delhi,Delhi,4/15/2016,1,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,1,Delhi Daredevils,1,0.002139621,1.249152915,-5.638138641,-6.944422707,-0.204397288,7.538875229,-6.460650341,-3.715328924,11.32305559,-3.563571208,-5.311997856,-3.93625,0,0,15.83916667,-8.1,-2.187083333,8.403166667,-17.06208333,0.408333333,14.58708333,0.41275
584,2016,Hyderabad,Hyderabad,4/16/2016,0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,0,Kolkata Knight Riders,0,4.742777311,0.466937243,0.610095854,-3.836252525,-2.882192995,-3.811715773,-1.112043973,1.076840652,-2.365003358,-5.089355089,-5.38021978,0,0.65625,-1.929166667,-3.25,-8.834166667,-10.5675,17.53416667,-2.197083333,0.5115,-1.810333333,-5.72625
585,2016,Mumbai,Mumbai,4/16/2016,0,Mumbai Indians,Gujarat Lions,Gujarat Lions,1,Gujarat Lions,0,3.388396896,-2.811183346,-6.244385521,-1.790011166,2.681043699,8.531868132,-1.307924156,3.480674453,0.733017164,2.58669443,1.586796844,18.75966667,0,-5.659666667,-6.5,-3.74325,12.875,2.588916667,3.9375,8.28825,3.281666667,0.1825
586,2016,Chandigarh,Punjab,4/17/2016,1,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,0,Kings XI Punjab,1,2.993344312,2.081951711,-1.612400152,-6.309316184,4.339257648,5.25611539,1.342409684,0.892173152,-1.938859416,-2.317954048,-6.693088903,-0.68625,0,13.44833333,13.16333333,-8.1,0,-1.080083333,0.844583333,26.84891667,5.605416667,-1.220833333
587,2016,Bangalore,Bangalore,4/17/2016,0,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,1,Delhi Daredevils,0,6.495408996,5.179360768,-0.705811647,-1.925087718,-4.903921641,11.92342743,-3.29101372,-4.744833987,2.446846304,-2.863830715,8.815050998,11.33425,-3.5,16.70725,-3.25,-8.31375,-11.65316667,-2.461,-0.598166667,-1.937833333,-0.656916667,13.71916667
588,2016,Hyderabad,Hyderabad,4/18/2016,1,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sunrisers Hyderabad,1,10.05888655,4.652699848,10.8578335,-5.699405809,-3.188534313,-4.454813,0.760917251,0.426892326,-0.279202099,-3.777092308,-4.944970414,6.5,0.65625,3.3875,-16.2805,10.38833333,-9.581666667,9.1425,1.36775,11.09925,-3.393666667,-3.426666667
589,2016,Chandigarh,Punjab,4/19/2016,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,1,Kolkata Knight Riders,0,1.352851625,3.904434859,-3.391821981,-5.300639913,-1.531907499,1.853568622,2.59218016,1.689535062,0.868219398,-2.105308816,-4.606593407,-0.68625,3.25,3.25,15.9725,-7.266666667,10.5675,-0.609166667,1.009583333,33.74441667,13.00008333,-1.64375
590,2016,Mumbai,Mumbai,4/20/2016,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,1,Mumbai Indians,1,-2.028174019,-2.395381749,-6.449078369,-4.626216094,2.352907701,-2.05374252,-0.941358793,4.772127501,0.713011361,-2.468846154,-0.119191271,19.7805,3.25,4.575,-19.95725,7.718083333,6.483333333,2.34825,1.890583333,-1.45275,2.155,3.474083333
591,2016,Rajkot,Gujarat,4/21/2016,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sunrisers Hyderabad,0,-6.831996108,3.699484306,3.623320577,1.573427847,4.620042528,5.084659983,-7.560022266,5.088338282,3.960648021,-8.512932328,3.35817357,-5.729166667,-8.044166667,-4.1195,19.3855,8.512916667,3.25,-6.5,-5.338416667,-0.587416667,1.385833333,3.244166667
592,2016,Pune,Pune,4/22/2016,0,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,0,Royal Challengers Bangalore,0,13.32270707,-0.032102293,-2.53441329,0.861054754,5.7462612,-0.314380602,-3.439027095,1.79362554,0.367827727,0,-3.02710557,-42.57270707,-32.46789771,-16.51725338,-33.36105475,-34.9962612,-19.02228606,-12.6529729,-16.74487554,-24.80249439,-22.30341667,-17.13064443
593,2016,Delhi,Delhi,4/23/2016,1,Delhi Daredevils,Mumbai Indians,Mumbai Indians,0,Delhi Daredevils,1,-2.649890103,1.530480661,9.683282187,-3.67519815,6.535924044,-5.639433312,5.951289996,-3.810229776,1.011627961,-0.743636874,-3.121893491,-16.2805,-3.25,-9.625,-12.83166667,16.61375,0.196916667,13.87916667,0.04725,9.68775,-12.82666667,4.701666667
594,2016,Hyderabad,Hyderabad,4/23/2016,1,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sunrisers Hyderabad,1,6.095628936,4.371372102,-9.957560977,-5.55946094,-4.336547514,7.341527428,1.166952248,0.774902042,0.090260987,-4.880769231,-10.26373626,-0.68625,3.90625,0,0,-0.961666667,16.2625,-12.30083333,1.081666667,3.045083333,25.06166667,-4.275333333
595,2016,Rajkot,Gujarat,4/24/2016,1,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,0,Gujarat Lions,1,9.59299559,-1.362456696,-1.762279892,-1.839692302,-0.200494189,1.471049295,-6.414549398,2.503308168,1.872740329,-3.318484252,3.635096647,0.770833333,-13.45725,3.843,19.3855,18.90125,3.25,-17.9015,-0.4775,-4.873583333,-1.67275,10.71958333
596,2016,Pune,Pune,4/24/2016,0,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,1,Kolkata Knight Riders,0,1.640492687,-1.822483149,5.434406306,5.793612167,3.402546768,-2.904246564,-1.687034356,-0.79736191,-0.780433,-6.025911706,-6.840877806,-30.89049269,-30.67751685,-24.48607297,-38.29361217,-32.65254677,-16.4324201,-14.40496564,-14.15388809,-23.65423367,-16.27750496,-13.31687219
597,2016,Chandigarh,Punjab,4/25/2016,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,0,Mumbai Indians,0,3.818172661,-2.220774513,-0.335374556,5.632417036,0.403311725,-7.898155667,-4.133369447,-2.714494175,0.027561096,-2.656410256,2.1,6.5,-7.416666667,-8.893,5.729166667,10.65175,0.51825,0.845416667,-15.18933333,2.313333333,1.901666667,16.26833333
598,2016,Hyderabad,Hyderabad,4/26/2016,0,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,1,Rising Pune Supergiants,0,3.102284624,2.289420391,-8.781919666,-7.943425949,-5.283460536,3.514342418,2.550317085,4.759676035,-0.801912166,2.545551223,-1.217958974,0,3.90625,0,-3.25,3.888333333,-0.150833333,-14.16625,-4.032166667,2.2005,8.663166667,-2.425333333
599,2016,Delhi,Delhi,4/27/2016,0,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,0,Gujarat Lions,0,-0.993303407,-2.23898588,-4.879029492,4.745912878,-1.229589056,6.934593639,-2.958389613,-3.797508222,-0.329555323,-3.791217582,-1.535096647,-15.88975,-3.25,-8.893,10.11375,-18.90125,20.3625,-3.546333333,3.926916667,3.98475,-6.199166667,4.884166667
600,2016,Mumbai,Mumbai,4/28/2016,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,1,Mumbai Indians,1,1.299178099,-4.185762605,1.442188247,-1.5389363,-1.589228975,-0.975014766,-4.397456952,0.810633946,-0.435249366,-1.352784095,1.735672189,13.0305,0,-6.3475,16.16641667,-18.19166667,18.89225,-10.58416667,23.42891667,-2.299583333,-2.2995,-0.445833333
601,2016,Pune,Pune,4/29/2016,0,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,1,Gujarat Lions,0,1.997901284,-0.447903889,-0.772133398,3.697259683,6.369998102,-2.746525804,-3.805592458,-3.496288799,0.916061836,-4.756410256,3.218832891,-31.24790128,-32.05209611,-18.27953327,-36.19725968,-35.6199981,-16.59014086,-12.28640754,-11.4549612,-25.3507285,-17.54700641,-23.37658289
602,2016,Delhi,Delhi,4/30/2016,1,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,0,Delhi Daredevils,1,-1.350712004,-2.655281944,5.128744168,-3.032100923,-0.583566026,8.263014424,-5.927731103,6.345726622,-2.623687424,-1.074173298,0.765358432,-3.25,-3.25,-17.71375,-13.8175,-4.083333333,23.54166667,-3.2885,0.815833333,-12.06458333,-0.9,2.085583333
603,2016,Hyderabad,Hyderabad,4/30/2016,1,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,0,Sunrisers Hyderabad,1,1.415425193,2.257318098,-5.467990951,-2.426891266,3.021756922,-3.507496185,4.635137877,-4.515395804,0.991713375,-1.963330907,0,6.75,3.90625,-6.925,-3.69475,6.5,7.138333333,26.41166667,-2.909166667,4.640083333,3.425333333,10.57008333
604,2016,Rajkot,Gujarat,5/1/2016,0,Kings XI Punjab,Gujarat Lions,Gujarat Lions,0,Kings XI Punjab,0,-0.736367172,4.015738085,-0.840266755,-0.1397477,3.921050814,-3.204287428,-9.518169416,0.388044743,0.39000066,-0.863448276,-6.628639617,-6.415416667,-9.362916667,8.893,11.2855,0.842916667,3.25,-6.5,-1.14,-3.641916667,5.640416667,-4.125833333
605,2016,Pune,Pune,5/1/2016,0,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,1,Mumbai Indians,0,0.341314587,2.363279456,13.70902068,5.487270849,2.75944954,-5.004326789,-3.998758784,-2.978501961,-0.345183634,-3.940110446,-0.558259416,-29.59131459,-34.86327946,-32.76068734,-37.98727085,-32.00944954,-14.33233988,-12.09324122,-11.97274804,-24.08948303,-18.36330622,-19.59949058
606,2016,Bangalore,Bangalore,5/2/2016,0,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,1,Kolkata Knight Riders,0,-0.987107561,4.341423697,-4.345362094,-4.252561984,0.650499259,5.573188507,-4.187939892,0.817756579,-3.569235165,-6.025911706,8.109863346,-3.25,8.08425,8.3,13.45725,-17.3175,-14.94166667,13.81816667,-4.249583333,1.399583333,-1.301916667,-12.38041667
607,2016,Rajkot,Gujarat,5/3/2016,0,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,1,Delhi Daredevils,0,-0.738506793,3.06184024,4.797871886,-5.527658543,0.487892302,2.75747149,-12.92557108,3.797508222,0.927192587,-2.440694819,2.669903973,-2.479166667,6.5,8.893,6.02175,15.65125,6.5,-20.3625,-3.926916667,8.845583333,-3.285333333,3.216666667
608,2016,Kolkata,Kolkata,5/4/2016,1,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0,Kolkata Knight Riders,1,1.352851625,5.390317344,3.241813037,-0.532919238,2.123076978,-5.378192892,2.183201282,-5.495467621,3.709413192,1.518707729,-4.606593407,-0.68625,-9.362916667,13.8175,11.69166667,-4.85,0.833333333,1.164166667,-0.589416667,20.50541667,-1.244166667,-1.64375
609,2016,Delhi,Delhi,5/5/2016,0,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,1,Rising Pune Supergiants,0,-5.273638892,2.505388129,-1.15131031,-0.842339559,0.347557265,-4.991772687,2.470374788,1.204615385,-1.429365079,3.733779433,2.1,-6.5,3.25,-3.25,10.11375,-16.41333333,11.65316667,-0.568833333,-14.30916667,-13.33208333,2.26275,8.48675
610,2016,Hyderabad,Hyderabad,5/6/2016,1,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sunrisers Hyderabad,1,5.100185909,1.841516502,-3.705711059,0.409313662,0.455916827,-4.196799814,-1.267507152,-0.299739674,-1.507692308,-2.210859033,0,-12.63975,0.65625,-10.768,9.7625,18.48066667,-12.24716667,-12.40125,6.687,-2.505833333,2.078083333,11.23466667
611,2016,Bangalore,Bangalore,5/7/2016,1,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,1,Royal Challengers Bangalore,1,-2.627600248,8.643032092,-1.775964351,-8.359735408,2.651419089,6.931654739,-1.710577248,-3.777435897,3.546165035,0.869948718,13.23917131,-3.25,-0.25,13.45725,4.674166667,-8.113333333,0,-1.7565,-25.59291667,18.97041667,-2.610833333,0.159833333
612,2016,Chandigarh,Punjab,5/7/2016,1,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,0,Kings XI Punjab,1,5.022981997,-2.643038593,0.353027386,3.227763142,16.03677227,4.10741252,-8.1098081,-13.56758252,-2.6939566,-2.559133333,-3.121893491,0,0,-16.2805,15.66216667,-6.375,-2.522083333,0.76575,0.19375,-10.77708333,-0.968333333,4.701666667
613,2016,Visakhapatnam,Mumbai,5/8/2016,0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,0,Sunrisers Hyderabad,0,-3.443599212,-4.652699848,-0.981087418,-2.201763394,1.489984372,2.766794197,-2.08683166,3.780414126,4.396204533,1.231541085,5.221893491,13.0305,-0.65625,11.5,-19.2515,2.62975,-3.905,13.74975,-2.7495,6.38325,-1.816416667,0.332
614,2016,Kolkata,Kolkata,5/8/2016,0,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,1,Gujarat Lions,0,0.357408598,1.374579259,-6.206539703,-2.096352484,2.229870269,0.15772076,-5.11223615,-1.094913755,0.900732601,5.089355089,9.206713191,-12.63975,0,-5.643,-2.416666667,18.45166667,-1.83375,-4.443833333,4.6515,-1.82025,13.86625,1.660833333
615,2016,Chandigarh,Punjab,5/9/2016,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0,Royal Challengers Bangalore,0,2.993344312,2.081951711,-0.828346811,0.1397477,6.628639617,6.415416667,9.362916667,18.80083333,2.183333333,-10.60233333,6.415416667,2.380249482,6.628639617,6.415416667,-3.25,-8.893,-11.2855,-5.300639913,-1.531907499,1.853568622,18.80083333,2.183333333
616,2016,Visakhapatnam,Pune,5/10/2016,0,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,1,Sunrisers Hyderabad,0,3.102284624,6.585890511,1.463663788,7.103095953,0,-10.56679792,1.479018652,-1.282745824,-0.969230769,1.327592249,-1.600539811,0,7.15625,-1.875,-1.54725,0,3.888333333,-9.913333333,3.34125,12.68208333,2.78475,-4.126333333
617,2016,Bangalore,Bangalore,5/11/2016,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,1,Mumbai Indians,0,2.028174019,8.527186302,-3.306885057,0.052968446,0.936906895,7.584925297,-13.29758252,-1.363383472,0.852208435,-1.689184615,9.276503044,-19.7805,8.08425,-9.625,18.46766667,-10.59225,3.25,1.819833333,-0.156416667,9.030833333,-3.579166667,3.954166667
618,2016,Hyderabad,Hyderabad,5/12/2016,0,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,1,Delhi Daredevils,0,6.093489315,7.748314494,1.173318433,1.176989875,1.99740567,-9.724458358,8.323538749,-11.2327946,-4.674815331,-0.218209461,-3.033455433,3.25,7.15625,-1.875,16.0015,16.2625,-6.225416667,3.717916667,2.63675,-7.78275,-0.24275,9.433
619,2016,Visakhapatnam,Mumbai,5/13/2016,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0,Kings XI Punjab,0,2.652029724,-10.36815659,-0.986301285,0.710450668,2.4895426,-1.304989395,-1.170851912,-0.919879413,1.10248025,-6.486643956,3.168047337,12.34425,0,6.375,-11.35,-18.05833333,15.64225,4.386833333,1.448916667,0.234083333,-0.881666667,5.860416667
620,2016,Bangalore,Bangalore,5/14/2016,1,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,0,Royal Challengers Bangalore,1,3.684760716,5.716002956,-1.112546343,-2.771482971,2.880369528,6.576659797,-1.282747253,2.117290981,0.035908625,-1.547188955,12.84180984,-19.38975,8.08425,-15.65125,13.45725,7.529166667,-19.3855,17.9015,3.781083333,0.899166667,-0.335,15.52083333
621,2016,Kolkata,Kolkata,5/14/2016,1,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,0,Kolkata Knight Riders,1,-1.640492687,6.118953268,-1.037164856,-2.401267541,3.636258336,-5.789034628,-2.78895306,1.563091193,1.043786982,5.089355089,13.62175215,0,6.5,3.25,-2.416666667,1.50175,10.5675,1.778333333,0.165,21.36483333,2.283416667,-0.615
622,2016,Chandigarh,Punjab,5/15/2016,0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,0,Sunrisers Hyderabad,0,-7.322376965,-3.898658083,4.486243906,1.426884695,-2.836204928,4.478293754,-3.833927204,-3.453380938,-0.182679045,-1.321528745,-2.087907692,-14.58425,6.75,0.968833333,-2.479166667,-13.45725,15.88975,-2.4715,-2.776916667,7.835833333,-0.899166667,-15.52083333
623,2016,Visakhapatnam,Mumbai,5/15/2016,1,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,0,Mumbai Indians,1,7.777282056,-6.211275662,-2.866446511,2.664535681,-0.201919158,-5.400077116,-3.671086011,2.489584066,0,1.677092308,1.590800794,19.5305,-3.25,16.99975,15.64225,0,-3.73875,-20.3625,-1.338,0,-1.64,-3.065333333
624,2016,Kolkata,Kolkata,5/16/2016,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,1,Royal Challengers Bangalore,0,-5.144696992,-2.524078824,-7.968819596,-4.932557413,6.833472694,-5.789034628,-3.122498844,5.34052709,-3.787998173,-1.156583372,16.25600773,-8.08425,6.75,-1.8,-2.88975,18.19166667,-2.416666667,1.321,0.870416667,1.556916667,-2.408333333,-2.475833333
625,2016,Visakhapatnam,Pune,5/17/2016,1,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,1,Rising Pune Supergiants,1,-2.991204691,-0.832798796,-4.106896095,-6.353490084,-5.28535169,10.95642294,0,-1.699059829,1.732905516,3.631092697,1.432915622,-3.25,0,-13.44833333,-3.25,-3.25,-3.04425,0,1.55375,5.9955,6.850416667,-13.55933333
626,2016,Bangalore,Bangalore,5/18/2016,1,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0,Royal Challengers Bangalore,1,4.680203743,2.338528068,-1.803186341,-5.975770399,7.115758694,8.587876483,-2.20632497,0.920246694,1.221671521,0.034061538,1.582630547,-7.43625,14.58425,-3.25,16.70725,-9.758333333,-15.55083333,17.9015,31.35,0.976666667,5.342916667,0.010833333
627,2016,Kanpur,Gujarat,5/19/2016,1,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,1,Gujarat Lions,1,2.78209914,-1.374579259,15.18679848,7.149351618,0.358502952,-0.314338352,-12.07406632,1.063531759,-1.063531759,3.566012378,-3.566012378,-1.20675,0,-3.642833333,-15.54141667,-12.40125,18.13041667,-6.5,-16.31225,16.31225,3.02,-3.02
628,2016,Raipur,Delhi,5/20/2016,1,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,1,Delhi Daredevils,1,-6.093489315,-4.903356742,4.132150226,4.33416065,-6.537826956,1.589935865,-2.114125175,1.29083006,-2.705930377,1.204615385,2.486837607,-3.25,-7.15625,-7.138333333,-2.63775,-1.359333333,0,12.58916667,-1.4115,1.530333333,-14.11758333,8.5475
629,2016,Visakhapatnam,Pune,5/21/2016,1,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,0,Rising Pune Supergiants,1,-1.165676237,-3.962828349,-1.468877655,4.584468822,2.383965009,6.811901985,-0.312066404,-4.465607652,0,-2.352688386,-9.848351648,6.5,-7.18625,-3.25,-11.55833333,3.25,17.72075,-2.3875,6.254583333,0,-0.629166667,-4.899583333
630,2016,Kanpur,Gujarat,5/21/2016,1,Mumbai Indians,Gujarat Lions,Gujarat Lions,1,Gujarat Lions,1,2.320143486,0.632611871,-0.237210147,5.620726247,0.632611871,2.320143486,5.620726247,-0.237210147,-1.843057555,-0.195328151,-3.631092697,-6.5,-0.65625,-4.1195,0.770833333,-3.888333333,0.526833333,0.221083333,9.545,-1.556083333,-14.632,-6.687
631,2016,Kolkata,Kolkata,5/22/2016,1,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0,Kolkata Knight Riders,1,-1.270210537,-3.939504016,-6.307808526,-2.508104712,1.858782489,-2.326387989,-2.583219126,-0.311111369,-1.370967519,3.537062937,14.46942897,-0.65625,0,0,-2.184,-0.229166667,-11.20416667,2.96,-14.68333333,-0.5115,1.925,1.846166667
632,2016,Raipur,Delhi,5/22/2016,0,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,1,Royal Challengers Bangalore,0,-6.495408996,-6.960498323,-6.641309385,-1.823184284,-5.593676419,-0.968652307,-1.480746269,14.20831834,-5.041323077,-1.126200594,1.543185005,-11.33425,0.25,-5.05,0,-19.95725,1.187666667,14.90316667,0.269166667,-15.35625,0.656916667,-0.888833333
633,2016,Bangalore,Bangalore,5/24/2016,1,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,1,Royal Challengers Bangalore,1,5.416570915,5.716002956,-5.503683534,-2.771482971,1.148559328,6.153417083,-4.126480111,-4.338795165,2.117290981,-2.668502564,9.91960176,-1.020833333,8.08425,-8.893,13.45725,-10.83975,-15.65125,-4.734,18.13833333,3.781083333,0.899166667,4.174166667
634,2016,Delhi,Delhi,5/25/2016,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,Sunrisers Hyderabad,1,4.742777311,0.466937243,7.714247131,-1.069326784,-7.164251149,0.527436891,2.897465607,0.440562739,3.677418501,-4.812432012,-3.813986014,0,0.65625,15.11666667,12.7515,-6.679166667,9.870166667,9.679166667,23.81508333,-6.861916667,-4.905,-1.846166667
635,2016,Delhi,Delhi,5/27/2016,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,1,Sunrisers Hyderabad,0,-12.91781597,-1.841516502,3.623320577,-0.411752228,4.93438088,3.334114173,1.267507152,0.669088366,1.095501909,3.683724944,-0.173076923,-6.5,-0.65625,-4.1195,-12.7515,-9.6175,5.18625,12.40125,7.009666667,-2.967583333,2.50725,-8.867833333
636,2016,Bangalore,Bangalore,5/29/2016,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,1,Sunrisers Hyderabad,0,-1.415425193,3.874486454,5.385600469,0.646194408,7.814750408,0.175419279,-1.145472867,-3.457391745,-2.975523732,5.801015924,2.087907692,-6.75,7.428,-7.9625,-16.0015,9.568916667,-10.7035,11.4015,2.5125,-2.905916667,7.125833333,4.286166667
